184,143,55,37,34
142,199,55,42,40
87,172,174,47,33
144,199,58,46,45
188,149,58,45,46
54,54,89,199,108
50,74,198,115,50
190,152,60,48,50
192,155,64,51,54
199,75,31,23,19
199,78,48,26,23
195,158,67,55,59
199,82,51,29,27
83,140,199,63,55
199,84,54,32,31
199,88,57,36,35
56,85,199,90,55
85,142,199,66,58
146,199,61,49,56
53,52,65,198,147
58,56,91,199,111
148,199,65,52,60
40,42,62,198,132
40,44,50,135,189
46,68,198,119,53
54,93,200,76,43
43,48,71,199,107
71,130,199,49,31
73,132,199,53,34
75,134,199,55,38
199,69,30,21,19
63,95,200,84,46
39,39,61,200,113
75,163,161,47,29
80,137,199,58,41
44,46,55,138,192
50,52,66,198,135
199,79,38,25,23
125,200,53,32,24
90,166,155,41,34
199,82,41,32,27
41,48,83,200,98
51,81,199,89,60
199,87,44,36,31
199,90,47,39,35
198,56,46,25,20
199,93,50,47,39
198,59,49,29,24
85,140,199,61,48
198,62,51,33,28
198,66,55,36,32
57,81,199,99,46
87,142,199,65,51
181,135,47,46,29
50,49,57,140,195
55,55,71,198,142
184,138,50,49,46
38,38,52,139,185
48,76,199,95,49
54,93,200,76,43
43,42,62,198,134
73,132,199,48,30
75,134,199,50,34
78,137,199,53,37
64,95,200,79,47
71,142,199,45,38
83,140,199,56,40
40,39,48,99,199
46,45,59,142,188
154,199,48,32,21
93,172,143,38,39
38,46,89,199,96
56,73,198,115,58
198,53,39,25,20
198,56,42,29,24
198,59,44,33,28
199,51,33,25,16
86,142,199,60,42
199,54,36,29,20
199,58,46,33,24
51,81,199,99,46
88,144,199,63,49
199,80,47,40,21
47,43,51,103,199
52,49,62,146,191
196,92,47,46,33
46,68,198,119,53
54,91,200,77,43
37,39,53,135,189
74,134,199,48,29
76,137,199,50,32
79,140,199,53,36
63,93,200,81,51
83,173,149,38,27
83,144,199,56,39
34,47,52,190,149
85,178,132,34,28
39,46,105,199,75
54,85,199,93,46
199,38,33,22,16
199,42,36,25,20
85,146,199,60,42
200,35,32,27,11
200,38,35,31,15
55,83,199,97,46
87,148,199,63,45
39,35,38,73,199
44,41,48,102,199
198,59,27,29,27
48,76,199,95,49
54,91,200,76,43
75,137,199,48,28
78,140,199,50,31
80,142,199,53,34
63,93,200,79,52
76,139,199,42,27
85,144,199,56,38
84,184,121,31,25
36,49,140,193,75
56,71,198,119,66
200,27,21,12,11
87,146,199,60,45
32,30,32,22,12
51,86,199,99,48
90,148,199,63,48
36,34,43,79,199
46,68,198,119,53
54,91,200,76,43
76,139,199,42,27
79,141,199,48,30
81,144,199,50,34
63,93,200,79,52
82,184,138,36,25
86,149,199,53,37
36,52,190,152,66
50,80,199,93,51
88,152,199,56,40
51,81,199,97,51
90,154,199,60,42
48,76,199,97,49
54,91,200,76,44
78,141,199,40,26
80,144,199,44,29
83,146,199,49,32
63,93,200,79,48
75,144,199,38,25
87,148,199,53,36
37,59,199,120,61
48,71,198,115,50
90,151,199,55,39
54,81,199,98,46
92,153,199,58,42
46,68,198,119,53
54,91,200,76,44
79,144,199,40,25
81,146,199,44,28
84,148,199,48,31
63,93,200,79,48
84,181,127,33,23
89,151,199,50,34
39,67,200,103,58
50,80,199,93,46
91,153,199,53,38
51,80,199,99,46
93,156,199,56,41
48,76,199,97,49
54,91,200,76,46
79,146,199,38,24
81,148,199,42,27
84,151,199,45,30
59,93,200,79,49
78,148,199,38,22
86,153,199,49,34
41,80,199,88,55
48,71,198,115,50
88,156,199,53,37
55,80,199,89,46
90,158,199,55,40
46,68,198,119,53
54,91,200,76,44
79,148,199,37,22
81,151,199,40,26
84,153,199,44,29
57,93,200,79,48
85,187,116,29,21
86,156,199,48,32
40,69,200,100,57
50,80,199,93,48
88,158,199,50,36
51,80,199,89,46
90,161,199,53,39
48,76,199,97,49
53,91,200,76,44
78,151,199,35,21
80,153,199,38,24
83,156,199,42,27
55,93,200,79,48
80,153,199,37,20
85,158,199,45,30
42,82,199,88,55
48,71,198,115,50
87,161,199,49,34
52,80,199,89,54
90,163,199,53,37
46,68,198,119,53
53,91,200,76,44
79,153,199,33,21
81,156,199,37,24
84,158,199,40,27
55,93,200,79,48
87,192,106,26,18
86,161,199,44,30
41,71,200,112,56
50,80,199,93,46
88,163,199,50,34
54,80,199,89,54
90,165,199,53,37
48,76,199,97,49
53,91,200,76,44
80,156,199,37,20
83,158,199,40,24
85,161,199,44,27
55,93,200,79,48
83,158,195,27,18
87,163,199,48,30
43,85,199,88,57
48,71,198,115,50
90,165,199,50,34
51,80,199,89,58
92,168,199,53,37
46,68,198,119,53
53,91,200,76,49
81,158,195,30,19
84,161,198,33,22
86,163,199,35,26
55,93,200,79,52
88,165,199,38,29
42,73,200,97,55
50,80,199,97,46
90,168,199,42,32
50,80,199,89,60
92,170,199,45,36
48,76,199,97,49
53,91,200,76,44
83,160,183,30,18
85,163,186,33,21
87,165,189,37,24
55,93,200,79,48
90,168,192,40,27
40,64,199,117,58
48,71,198,115,50
92,170,195,44,30
50,80,199,89,63
95,173,198,48,34
46,68,198,119,53
53,91,200,76,44
86,165,175,30,20
88,168,178,33,24
55,93,200,79,48
90,170,181,35,27
42,73,200,97,55
50,78,199,93,46
92,173,184,38,30
50,80,199,89,58
95,175,187,44,34
48,76,199,97,49
53,91,200,76,44
87,168,163,27,19
55,93,200,79,48
90,170,166,30,22
40,64,199,114,58
48,71,198,121,51
92,173,169,33,26
50,80,199,89,46
95,175,172,37,29
46,68,198,119,53
53,91,200,76,44
86,168,149,22,15
55,93,200,79,48
88,170,152,25,18
42,73,200,98,55
50,78,199,96,48
90,173,155,30,21
50,80,199,89,46
92,175,158,33,24
48,76,199,97,49
53,91,200,76,44
55,93,200,79,48
90,172,140,25,17
40,64,199,114,59
48,70,198,115,51
92,175,143,27,20
50,80,199,89,48
95,177,146,30,24
46,68,198,119,54
53,91,200,76,44
55,93,200,79,48
42,71,200,103,55
50,78,199,99,48
91,175,129,28,19
50,80,199,89,46
93,177,132,32,22
48,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,114,59
48,70,198,115,51
50,80,199,89,46
92,177,117,27,18
46,67,198,119,54
53,91,200,76,44
55,93,200,79,48
42,71,200,97,56
50,78,199,93,48
50,80,199,89,49
48,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,62,199,114,59
48,70,198,115,51
50,80,199,89,46
46,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,71,200,97,56
50,78,199,93,48
50,80,199,89,46
48,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,62,199,114,59
48,70,198,115,51
50,80,199,89,48
46,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,71,200,97,56
50,78,199,93,48
50,83,199,89,46
48,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,62,199,114,59
48,70,198,115,51
50,84,199,89,46
46,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,71,200,97,56
49,78,199,93,48
50,85,199,89,46
48,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,62,199,114,59
47,70,198,115,51
50,85,199,89,46
46,66,198,119,54
53,91,200,76,44
55,93,200,79,48
41,71,200,97,56
49,78,199,93,48
50,86,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
43,85,199,83,53
47,70,198,115,51
50,87,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,90,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,91,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,93,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,93,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,96,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,98,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,91,200,76,44
55,93,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,93,200,76,44
55,95,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,93,200,76,44
55,95,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,93,200,76,44
55,95,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,93,200,76,44
55,95,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,91,200,76,44
55,93,200,79,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,93,200,76,44
55,95,200,79,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,93,200,74,44
55,95,200,77,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
54,93,200,74,44
56,95,200,77,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
54,93,200,74,44
56,95,200,77,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
54,93,200,74,44
56,95,200,77,48
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
53,93,200,74,44
55,95,200,77,48
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
53,93,200,74,43
55,95,200,77,46
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
54,93,200,74,43
56,95,200,77,46
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
54,93,200,74,43
56,95,200,77,46
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
54,93,200,74,43
56,95,200,77,46
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
54,93,200,74,43
56,95,200,77,46
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
54,93,200,74,43
56,95,200,77,46
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
54,93,200,74,43
56,95,200,77,46
42,73,200,95,55
49,78,199,93,48
50,80,199,89,46
47,74,199,97,51
54,93,200,74,43
56,95,200,77,46
40,64,199,111,58
47,70,198,115,51
50,80,199,89,46
45,66,198,119,54
54,93,200,74,43
56,95,200,77,46
42,73,200,95,55
49,78,199,93,48
50,81,199,89,46
